creator_id,followers,following,engagement_rate,total_posts,account_age_days,tier,categories,platforms,languages,total_campaigns,successful_campaigns,success_rate,overall_rating,total_earnings,is_verified,bio,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct
121,45348,5934,0.0605,144,1345,micro,"[""Fitness""]","[""TikTok""]","[""Arabic""]",20,16,0.836,3.76,18884.09,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,63.5,36.5
122,37988,10653,0.0815,176,482,micro,"[""Photography""]","[""TikTok""]","[""Spanish"", ""German""]",9,4,0.473,2.46,6330.02,True,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,47.8,52.2
123,7925,7997,0.0383,495,2487,nano,"[""Sports""]","[""YouTube""]","[""German""]",10,7,0.786,4.02,3395.46,False,Passionate about Sports. Nano influencer.,0.3,0.35,0.2,46.9,53.1
124,537423,92631,0.011,138,1743,macro,"[""Technology""]","[""Instagram"", ""LinkedIn""]","[""German""]",82,53,0.652,3.27,1428599.21,True,Passionate about Technology. Macro influencer.,0.3,0.35,0.2,42.7,57.3
125,4754,8970,0.1033,337,672,nano,"[""Business"", ""Fitness""]","[""Twitter""]","[""Japanese""]",1,0,0.497,2.27,0.0,False,Passionate about Business & Fitness. Nano influencer.,0.261,0.348,0.261,56.2,43.8
126,44738,55107,0.0222,358,1614,micro,"[""DIY""]","[""YouTube"", ""Twitter""]","[""Korean"", ""Japanese""]",26,20,0.804,4.03,44940.29,True,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,54.8,45.2
127,19838,35997,0.0066,106,390,micro,"[""Lifestyle"", ""Technology""]","[""LinkedIn"", ""Instagram""]","[""Spanish""]",10,8,0.82,3.74,10953.26,False,Passionate about Lifestyle & Technology. Micro influencer.,0.3,0.35,0.2,28.3,71.7
128,15958,13201,0.0357,235,701,micro,"[""Art""]","[""YouTube""]","[""French""]",5,3,0.792,4.31,2407.6,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,47.5,52.5
129,44202,60725,0.0834,123,1881,micro,"[""Parenting""]","[""Twitter""]","[""English""]",26,19,0.763,3.57,23886.24,False,Passionate about Parenting. Micro influencer.,0.231,0.269,0.269,48.5,51.5
130,21537,9555,0.039,180,1270,micro,"[""Pets"", ""Lifestyle""]","[""Instagram"", ""Twitter""]","[""French"", ""Korean""]",22,11,0.505,2.48,18721.58,False,Passionate about Pets & Lifestyle. Micro influencer.,0.3,0.35,0.2,54.5,45.5
131,6291,2558,0.0131,944,166,nano,"[""Parenting"", ""Pets""]","[""Facebook""]","[""Italian""]",0,0,0.498,2.52,0.0,False,Passionate about Parenting & Pets. Nano influencer.,0.231,0.269,0.269,51.0,49.0
132,43448,52623,0.006,146,579,micro,"[""Entertainment""]","[""Facebook""]","[""Arabic"", ""Japanese""]",7,4,0.628,2.99,3378.8,False,Passionate about Entertainment. Micro influencer.,0.3,0.35,0.2,45.8,54.2
133,41822,57332,0.0598,249,1211,micro,"[""Pets"", ""Entertainment""]","[""YouTube"", ""Twitter""]","[""Korean"", ""Portuguese""]",19,13,0.702,3.25,17941.29,False,Passionate about Pets & Entertainment. Micro influencer.,0.3,0.35,0.2,49.1,50.9
134,48113,40788,0.0357,334,297,micro,"[""Lifestyle""]","[""LinkedIn""]","[""Portuguese""]",5,3,0.745,3.91,4966.26,False,Passionate about Lifestyle. Micro influencer.,0.3,0.35,0.2,49.9,50.1
135,18378,31770,0.0339,184,830,micro,"[""Parenting"", ""Business""]","[""LinkedIn""]","[""German""]",12,8,0.673,3.12,9362.62,False,Passionate about Parenting & Business. Micro influencer.,0.261,0.348,0.261,53.6,46.4
136,12296,2482,0.0097,234,1918,micro,"[""Music""]","[""Twitter"", ""Instagram""]","[""Portuguese""]",21,17,0.812,4.33,10574.57,False,Passionate about Music. Micro influencer.,0.435,0.261,0.174,52.3,47.7
137,9025,17056,0.046,464,325,nano,"[""Lifestyle""]","[""TikTok""]","[""Italian"", ""Hindi""]",1,0,0.402,2.2,0.0,False,Passionate about Lifestyle. Nano influencer.,0.3,0.35,0.2,47.0,53.0
138,8159,5789,0.0703,152,607,nano,"[""Pets""]","[""Instagram""]","[""French""]",2,1,0.554,2.56,127.67,False,Passionate about Pets. Nano influencer.,0.3,0.35,0.2,48.7,51.3
139,15079,11284,0.0389,199,658,micro,"[""Technology"", ""Lifestyle"", ""Health""]","[""LinkedIn""]","[""French""]",12,8,0.737,3.93,6730.94,False,Passionate about Technology & Lifestyle. Micro influencer.,0.231,0.269,0.269,30.8,69.2
140,144353,68880,0.0377,252,233,mid,"[""Travel""]","[""Instagram"", ""Twitter""]","[""Japanese""]",4,2,0.569,2.7,19566.76,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,54.1,45.9
141,28381,32202,0.0468,92,277,micro,"[""Education"", ""Pets""]","[""Twitter"", ""LinkedIn""]","[""English""]",3,2,0.719,3.92,2425.41,False,Passionate about Education & Pets. Micro influencer.,0.3,0.35,0.2,52.6,47.4
142,33950,12814,0.0237,90,1352,micro,"[""Travel""]","[""Twitter""]","[""Japanese""]",16,11,0.735,3.45,9873.66,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,47.0,53.0
143,16531,2449,0.0449,420,451,micro,"[""DIY""]","[""LinkedIn""]","[""English""]",4,2,0.635,2.96,1652.31,False,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,47.0,53.0
144,25100,37701,0.0529,512,501,micro,"[""DIY"", ""Health""]","[""Twitter"", ""Instagram""]","[""Italian""]",10,3,0.366,1.87,4921.87,False,Passionate about DIY & Health. Micro influencer.,0.231,0.269,0.269,49.5,50.5
145,265175,40581,0.006,628,566,mid,"[""Sports"", ""Health"", ""Art""]","[""Facebook""]","[""Arabic""]",21,9,0.451,2.12,100350.18,False,Passionate about Sports & Health. Mid influencer.,0.231,0.269,0.269,46.5,53.5
146,359348,161607,0.005,213,312,mid,"[""Photography""]","[""YouTube""]","[""Korean"", ""German""]",7,3,0.484,2.28,18931.67,False,Passionate about Photography. Mid influencer.,0.3,0.35,0.2,52.2,47.8
147,115065,35012,0.0218,206,222,mid,"[""Music"", ""Art""]","[""Twitter"", ""Instagram""]","[""Japanese""]",7,3,0.43,1.97,15495.1,False,Passionate about Music & Art. Mid influencer.,0.435,0.261,0.174,54.2,45.8
148,37899,4654,0.0375,635,794,micro,"[""Education"", ""Health"", ""Food""]","[""Twitter""]","[""French""]",7,3,0.533,2.52,3197.55,True,Passionate about Education & Health. Micro influencer.,0.231,0.269,0.269,55.8,44.2
149,15234,18242,0.0419,64,1057,micro,"[""Photography""]","[""Facebook""]","[""English""]",19,8,0.435,2.17,7340.6,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,51.1,48.9
150,56923,1016,0.0162,249,813,mid,"[""Health"", ""DIY""]","[""Facebook"", ""Instagram""]","[""Spanish""]",16,7,0.455,2.46,34607.4,False,Passionate about Health & DIY. Mid influencer.,0.231,0.269,0.269,48.0,52.0
151,12618,12495,0.0619,208,475,micro,"[""Art""]","[""YouTube""]","[""Korean""]",4,2,0.687,3.18,3824.65,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,48.3,51.7
152,115309,23031,0.0338,136,225,mid,"[""Food"", ""Beauty""]","[""TikTok"", ""Twitter""]","[""Italian""]",8,2,0.371,1.69,5504.2,False,Passionate about Food & Beauty. Mid influencer.,0.3,0.35,0.2,82.7,17.3
153,7021,800,0.0955,482,1426,nano,"[""Travel"", ""Entertainment"", ""Education""]","[""TikTok""]","[""Japanese""]",12,8,0.726,3.42,3156.54,False,Passionate about Travel & Entertainment. Nano influencer.,0.3,0.35,0.2,53.6,46.4
154,14678,6102,0.06,349,529,micro,"[""Music""]","[""Twitter""]","[""Portuguese"", ""Spanish""]",6,4,0.743,3.36,2092.41,False,Passionate about Music. Micro influencer.,0.435,0.261,0.174,48.9,51.1
155,3468,6664,0.0351,308,225,nano,"[""Business""]","[""Instagram"", ""Facebook""]","[""English""]",1,0,0.731,3.52,0.0,False,Passionate about Business. Nano influencer.,0.261,0.348,0.261,45.1,54.9
156,83910,41766,0.0316,323,92,mid,"[""Finance""]","[""YouTube"", ""Instagram""]","[""English"", ""Hindi""]",2,1,0.727,3.72,3271.95,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,49.8,50.2
157,281914,38852,0.011,375,1254,mid,"[""Lifestyle"", ""Travel""]","[""Instagram""]","[""Hindi""]",33,20,0.609,3.01,123134.79,True,Passionate about Lifestyle & Travel. Mid influencer.,0.3,0.35,0.2,48.9,51.1
158,31391,27659,0.0062,137,755,micro,"[""Technology"", ""Lifestyle""]","[""YouTube"", ""Twitter""]","[""Spanish""]",5,2,0.477,2.55,4171.77,False,Passionate about Technology & Lifestyle. Micro influencer.,0.3,0.35,0.2,29.0,71.0
159,123208,26053,0.0553,157,372,mid,"[""DIY"", ""Travel"", ""Entertainment""]","[""LinkedIn"", ""TikTok""]","[""Italian"", ""French""]",7,3,0.454,2.43,24307.2,True,Passionate about DIY & Travel. Mid influencer.,0.3,0.35,0.2,49.1,50.9
160,174557,63929,0.036,442,1275,mid,"[""Photography""]","[""Facebook"", ""Instagram""]","[""French""]",30,21,0.717,3.68,70794.07,False,Passionate about Photography. Mid influencer.,0.3,0.35,0.2,48.2,51.8
161,6978,10984,0.0344,401,434,nano,"[""Sports"", ""Gaming""]","[""Facebook""]","[""English""]",2,1,0.65,3.28,131.62,False,Passionate about Sports & Gaming. Nano influencer.,0.435,0.261,0.174,35.6,64.4
162,56552,3680,0.0105,491,364,mid,"[""Sports""]","[""Facebook"", ""Twitter""]","[""Japanese""]",11,5,0.499,2.73,38006.23,False,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,54.1,45.9
163,30551,27835,0.0285,696,707,micro,"[""Travel"", ""Fitness""]","[""Facebook""]","[""German"", ""Spanish""]",10,8,0.865,4.47,6223.35,False,Passionate about Travel & Fitness. Micro influencer.,0.3,0.35,0.2,57.9,42.1
164,26403,31858,0.0661,283,404,micro,"[""Sports"", ""Gaming""]","[""Facebook"", ""Instagram""]","[""Italian""]",4,1,0.478,2.5,865.83,False,Passionate about Sports & Gaming. Micro influencer.,0.435,0.261,0.174,44.3,55.7
165,58969,2213,0.0306,460,415,mid,"[""Pets""]","[""Twitter"", ""TikTok""]","[""Spanish""]",12,9,0.76,4.12,62377.47,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,47.3,52.7
166,131275,64614,0.0459,63,259,mid,"[""Parenting""]","[""LinkedIn"", ""TikTok""]","[""English""]",9,4,0.503,2.32,11007.25,True,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,46.7,53.3
167,17473,22620,0.0301,340,583,micro,"[""Art"", ""Business""]","[""Instagram"", ""Twitter""]","[""Italian"", ""Korean""]",9,3,0.431,2.13,5668.52,False,Passionate about Art & Business. Micro influencer.,0.261,0.348,0.261,47.5,52.5
168,67226,1598,0.0259,436,246,mid,"[""Technology""]","[""Twitter"", ""YouTube""]","[""Arabic""]",2,1,0.711,3.39,7967.63,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,44.3,55.7
169,10157,7620,0.0547,271,658,micro,"[""Music"", ""Pets"", ""Business""]","[""Twitter"", ""LinkedIn""]","[""Hindi""]",6,4,0.804,3.91,2399.49,False,Passionate about Music & Pets. Micro influencer.,0.435,0.261,0.174,49.3,50.7
170,259182,20919,0.0561,214,869,mid,"[""Music""]","[""TikTok""]","[""German""]",29,15,0.547,2.78,30187.37,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,47.3,52.7
171,240934,32903,0.0422,334,1094,mid,"[""Fitness""]","[""TikTok"", ""Twitter""]","[""German""]",29,24,0.843,3.95,226606.81,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,63.1,36.9
172,8852,3653,0.0103,402,536,nano,"[""Entertainment"", ""DIY""]","[""Facebook""]","[""Japanese"", ""Italian""]",2,1,0.776,4.09,332.18,False,Passionate about Entertainment & DIY. Nano influencer.,0.3,0.35,0.2,48.9,51.1
173,197862,3883,0.0179,108,189,mid,"[""Fashion"", ""Business""]","[""TikTok""]","[""French""]",4,3,0.788,4.29,14706.31,False,Passionate about Fashion & Business. Mid influencer.,0.261,0.348,0.261,81.5,18.5
174,88326,7371,0.0119,877,1354,mid,"[""Business"", ""Travel"", ""Finance""]","[""TikTok""]","[""Italian""]",48,19,0.413,2.14,97117.99,False,Passionate about Business & Travel. Mid influencer.,0.261,0.348,0.261,51.1,48.9
175,38216,40262,0.0545,623,483,micro,"[""Music"", ""Photography""]","[""Facebook""]","[""English""]",4,2,0.512,2.71,2482.07,False,Passionate about Music & Photography. Micro influencer.,0.435,0.261,0.174,50.9,49.1
176,7756,12780,0.0541,270,1026,nano,"[""Parenting""]","[""YouTube"", ""Instagram""]","[""German""]",7,5,0.761,3.5,902.25,False,Passionate about Parenting. Nano influencer.,0.231,0.269,0.269,48.2,51.8
177,568198,73467,0.0173,617,494,macro,"[""Art""]","[""Twitter""]","[""Arabic""]",24,19,0.806,3.79,368002.84,True,Passionate about Art. Macro influencer.,0.3,0.35,0.2,49.9,50.1
178,26949,16266,0.0643,209,679,micro,"[""Lifestyle"", ""Business"", ""DIY""]","[""Twitter"", ""Instagram""]","[""Spanish""]",7,4,0.701,3.48,2663.4,False,Passionate about Lifestyle & Business. Micro influencer.,0.261,0.348,0.261,51.3,48.7
179,91595,7862,0.0243,129,295,mid,"[""Sports""]","[""YouTube""]","[""Japanese"", ""German""]",3,2,0.726,3.41,5954.24,False,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,52.9,47.1
180,19505,27592,0.0342,197,358,micro,"[""Sports""]","[""LinkedIn"", ""Facebook""]","[""Italian""]",4,2,0.723,3.34,1942.59,False,Passionate about Sports. Micro influencer.,0.3,0.35,0.2,46.5,53.5
181,146147,72066,0.0134,190,1470,mid,"[""Business"", ""Pets""]","[""Facebook""]","[""Italian""]",47,35,0.746,3.43,315481.36,False,Passionate about Business & Pets. Mid influencer.,0.261,0.348,0.261,45.9,54.1
182,29293,39856,0.0334,198,901,micro,"[""Art""]","[""LinkedIn"", ""Facebook""]","[""Italian"", ""Hindi""]",7,2,0.374,1.89,2597.22,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,50.6,49.4
183,155492,36009,0.0322,217,240,mid,"[""Entertainment"", ""Music"", ""Sports""]","[""TikTok"", ""YouTube""]","[""Spanish""]",6,4,0.795,3.99,22571.3,False,Passionate about Entertainment & Music. Mid influencer.,0.435,0.261,0.174,52.2,47.8
184,155781,7776,0.0111,147,33,mid,"[""Travel"", ""Education""]","[""Instagram""]","[""Arabic""]",0,0,0.772,3.83,0.0,True,Passionate about Travel & Education. Mid influencer.,0.3,0.35,0.2,47.7,52.3
185,55672,25674,0.0229,273,872,mid,"[""Food"", ""Travel""]","[""YouTube""]","[""Korean""]",19,16,0.894,4.47,66555.37,True,Passionate about Food & Travel. Mid influencer.,0.3,0.35,0.2,66.1,33.9
186,140399,20650,0.0525,151,673,mid,"[""Music"", ""DIY""]","[""Facebook"", ""LinkedIn""]","[""Portuguese""]",18,13,0.764,3.59,118986.91,False,Passionate about Music & DIY. Mid influencer.,0.435,0.261,0.174,45.5,54.5
187,20245,31332,0.0424,319,609,micro,"[""Gaming""]","[""YouTube""]","[""Portuguese""]",12,4,0.399,1.81,5343.4,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,44.9,55.1
188,4501,8564,0.1077,152,313,nano,"[""Lifestyle"", ""Finance""]","[""YouTube"", ""TikTok""]","[""English"", ""Arabic""]",4,2,0.75,3.74,665.56,False,Passionate about Lifestyle & Finance. Nano influencer.,0.261,0.348,0.261,52.1,47.9
189,12061,19091,0.0084,255,584,micro,"[""Technology""]","[""TikTok"", ""Instagram""]","[""English""]",12,5,0.465,2.13,2744.82,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,43.5,56.5
190,30138,13807,0.0289,463,283,micro,"[""Pets"", ""Sports""]","[""LinkedIn""]","[""French""]",3,2,0.716,3.76,1482.92,False,Passionate about Pets & Sports. Micro influencer.,0.3,0.35,0.2,52.0,48.0
191,5154,4143,0.0063,305,450,nano,"[""Business""]","[""Instagram""]","[""English""]",2,1,0.524,2.5,152.67,False,Passionate about Business. Nano influencer.,0.261,0.348,0.261,53.1,46.9
192,107638,2993,0.0193,357,290,mid,"[""DIY"", ""Sports""]","[""Twitter"", ""LinkedIn""]","[""Korean""]",10,4,0.494,2.67,22345.33,False,Passionate about DIY & Sports. Mid influencer.,0.3,0.35,0.2,47.7,52.3
193,124126,15800,0.0297,423,298,mid,"[""Education""]","[""YouTube""]","[""English""]",8,5,0.65,3.27,35948.41,False,Passionate about Education. Mid influencer.,0.3,0.35,0.2,48.5,51.5
194,100289,18474,0.0051,340,936,mid,"[""Music""]","[""Twitter""]","[""Spanish""]",26,11,0.453,2.41,27367.8,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,45.8,54.2
195,634724,257417,0.0055,226,252,macro,"[""Fitness"", ""Health"", ""Business""]","[""Instagram""]","[""Hindi""]",20,9,0.488,2.68,242325.21,True,Passionate about Fitness & Health. Macro influencer.,0.261,0.348,0.261,56.3,43.7
196,228252,34178,0.0249,193,837,mid,"[""Beauty""]","[""YouTube"", ""LinkedIn""]","[""Hindi""]",17,10,0.637,2.9,69282.19,False,Passionate about Beauty. Mid influencer.,0.3,0.35,0.2,81.1,18.9
197,245847,36860,0.0398,144,357,mid,"[""Sports""]","[""Instagram""]","[""German""]",9,6,0.727,3.95,41694.95,True,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,53.1,46.9
198,97689,8469,0.0068,270,228,mid,"[""Gaming"", ""Pets"", ""Art""]","[""Facebook""]","[""Hindi""]",5,3,0.64,3.09,32383.14,False,Passionate about Gaming & Pets. Mid influencer.,0.435,0.261,0.174,26.6,73.4
199,10030,2583,0.0067,281,1144,micro,"[""Photography""]","[""YouTube""]","[""Arabic""]",12,7,0.621,3.37,8425.32,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,48.8,51.2
200,4084,814,0.031,214,827,nano,"[""Health""]","[""Twitter"", ""LinkedIn""]","[""Portuguese""]",2,1,0.62,3.37,114.76,False,Passionate about Health. Nano influencer.,0.231,0.269,0.269,52.0,48.0
201,14143,14795,0.0552,225,757,micro,"[""DIY""]","[""Twitter""]","[""Portuguese""]",6,5,0.896,4.76,6637.92,False,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,54.5,45.5
202,12491,5970,0.0152,113,549,micro,"[""DIY""]","[""Facebook"", ""Instagram""]","[""Hindi"", ""Spanish""]",7,4,0.699,3.81,3669.52,False,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,48.5,51.5
203,77410,9924,0.0239,41,1036,mid,"[""Travel""]","[""LinkedIn""]","[""German"", ""Portuguese""]",24,12,0.539,2.94,68034.84,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,51.7,48.3
204,457614,125143,0.0458,404,404,mid,"[""Fitness""]","[""YouTube"", ""LinkedIn""]","[""French""]",13,8,0.65,3.53,27446.33,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,69.1,30.9
205,185640,15941,0.0334,282,253,mid,"[""Pets""]","[""Instagram""]","[""French""]",9,4,0.528,2.43,13687.06,True,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,47.4,52.6
206,43048,63221,0.0344,216,184,micro,"[""Fashion"", ""Art"", ""Entertainment""]","[""LinkedIn"", ""Facebook""]","[""Korean""]",3,1,0.587,2.68,1054.37,False,Passionate about Fashion & Art. Micro influencer.,0.3,0.35,0.2,74.7,25.3
207,59380,27757,0.0297,197,309,mid,"[""Sports"", ""Beauty""]","[""YouTube"", ""TikTok""]","[""Portuguese""]",13,11,0.867,4.32,105278.47,False,Passionate about Sports & Beauty. Mid influencer.,0.3,0.35,0.2,69.2,30.8
208,17475,21422,0.0135,403,2707,micro,"[""Entertainment""]","[""Instagram""]","[""German""]",43,30,0.709,3.56,54364.21,False,Passionate about Entertainment. Micro influencer.,0.3,0.35,0.2,49.6,50.4
209,40237,75711,0.005,745,438,micro,"[""Music"", ""DIY"", ""Travel""]","[""Twitter"", ""Instagram""]","[""Arabic""]",3,2,0.803,4.1,2531.59,False,Passionate about Music & DIY. Micro influencer.,0.435,0.261,0.174,47.8,52.2
210,131282,18378,0.0231,322,909,mid,"[""Lifestyle""]","[""LinkedIn"", ""YouTube""]","[""Portuguese""]",20,8,0.427,2.06,16109.93,True,Passionate about Lifestyle. Mid influencer.,0.3,0.35,0.2,52.6,47.4
211,14154,16068,0.0507,361,444,micro,"[""Technology""]","[""Instagram""]","[""English"", ""French""]",4,2,0.569,3.08,1912.85,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,32.3,67.7
212,12151,2785,0.0597,183,361,micro,"[""Sports"", ""DIY""]","[""TikTok""]","[""Korean"", ""Spanish""]",4,3,0.822,4.03,3658.69,False,Passionate about Sports & DIY. Micro influencer.,0.3,0.35,0.2,54.4,45.6
213,30967,58743,0.0111,317,502,micro,"[""Entertainment"", ""Sports""]","[""LinkedIn"", ""Twitter""]","[""Portuguese""]",7,3,0.471,2.31,1948.01,False,Passionate about Entertainment & Sports. Micro influencer.,0.3,0.35,0.2,48.3,51.7
214,2946,5304,0.0077,124,1082,nano,"[""Parenting"", ""Pets""]","[""Twitter""]","[""Korean""]",5,2,0.435,2.19,477.55,False,Passionate about Parenting & Pets. Nano influencer.,0.231,0.269,0.269,49.2,50.8
215,16695,16264,0.0706,184,367,micro,"[""Fitness""]","[""Facebook""]","[""English""]",2,1,0.751,3.8,1339.17,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,68.1,31.9
216,17614,23541,0.0429,87,1228,micro,"[""Art"", ""Education"", ""Music""]","[""Instagram""]","[""Spanish""]",16,9,0.584,2.71,13267.57,False,Passionate about Art & Education. Micro influencer.,0.435,0.261,0.174,53.1,46.9
217,3045,5123,0.0152,124,688,nano,"[""Lifestyle""]","[""LinkedIn""]","[""Hindi""]",3,1,0.394,1.87,452.72,False,Passionate about Lifestyle. Nano influencer.,0.3,0.35,0.2,51.1,48.9
218,832335,294341,0.0186,85,223,macro,"[""DIY""]","[""Instagram""]","[""Portuguese""]",9,3,0.414,2.05,102247.17,True,Passionate about DIY. Macro influencer.,0.3,0.35,0.2,51.6,48.4
219,36452,55333,0.0546,46,757,micro,"[""DIY"", ""Beauty"", ""Food""]","[""Twitter"", ""Facebook""]","[""Korean""]",9,3,0.37,1.93,2123.36,False,Passionate about DIY & Beauty. Micro influencer.,0.3,0.35,0.2,84.8,15.2
220,148462,50243,0.0058,295,140,mid,"[""Music""]","[""YouTube""]","[""Hindi"", ""Japanese""]",2,1,0.608,2.83,8361.02,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,49.9,50.1
221,22547,21533,0.0405,292,117,micro,"[""Business"", ""Fitness""]","[""Twitter""]","[""Italian""]",0,0,0.47,2.43,0.0,False,Passionate about Business & Fitness. Micro influencer.,0.261,0.348,0.261,59.2,40.8
222,111975,30079,0.0232,594,1659,mid,"[""Art""]","[""TikTok""]","[""Italian"", ""Spanish""]",46,33,0.724,3.48,88267.6,False,Passionate about Art. Mid influencer.,0.3,0.35,0.2,51.8,48.2
