creator_id,name,follower_count,tier,engagement_rate,categories,platforms,primary_language,city,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct,total_campaigns,successful_campaigns,success_rate,overall_rating,is_verified,total_earnings,avg_response_time_hours,completion_rate,created_at
IN_CR_00107,Creator_107,500,nano,39.21,"Health & Fitness,Gaming,Education & Skills","Instagram,Moj,TikTok (historical),LinkedIn",English,Chandigarh,61.5,63.7,0.0,25.1,74.9,6,5,83.3,3.96,False,61980.77604725488,8.018523846882701,84.5,2023-03-25T00:00:00
IN_CR_00108,Creator_108,1107,nano,16.71,Health & Fitness,Moj,Hindi,Hyderabad,75.2,64.5,0.0,49.7,50.3,5,4,80.0,4.67,False,3156.9689756145076,1.1372544078061773,94.6,2025-01-08T00:00:00
IN_CR_00109,Creator_109,23340,micro,13.47,Beauty & Makeup,"Instagram,TikTok (historical)",English,Lucknow,84.9,23.8,0.0,69.5,30.5,4,2,50.0,4.24,False,182.25968901196777,56.196036257929926,59.8,2023-09-06T00:00:00
IN_CR_00110,Creator_110,24040,micro,7.43,"Sports & Cricket,Technology & Gadgets","TikTok (historical),Twitter",Telugu,Kochi,86.2,63.2,0.0,38.1,61.9,2,1,50.0,3.17,False,3378.359138713867,2.5949614528191454,88.8,2025-06-22T00:00:00
IN_CR_00111,Creator_111,3731667,mega,6.98,"Devotional & Spirituality,Food & Cooking,Technology & Gadgets",Instagram,Hindi,Mumbai,57.4,30.0,12.6,22.1,77.9,7,4,57.1,3.73,True,57520.44465899865,8.952762634373785,68.8,2023-07-16T00:00:00
IN_CR_00112,Creator_112,953215,macro,18.89,Gaming,Moj,Hindi,Delhi,68.3,65.0,0.0,18.8,81.2,2,1,50.0,3.24,False,23060.618423379277,25.60782190000878,88.8,2024-01-05T00:00:00
IN_CR_00113,Creator_113,44653,micro,19.59,Travel & Tourism,Moj,Punjabi,Kolkata,53.5,56.0,0.0,52.2,47.8,5,3,60.0,4.73,False,9053.151336284694,15.05040375003247,61.8,2023-08-18T00:00:00
IN_CR_00114,Creator_114,625,nano,7.49,"News & Current Affairs,Travel & Tourism","LinkedIn,Josh,Twitter",Hindi,Kochi,49.2,67.2,0.0,51.0,49.0,6,5,83.3,4.54,False,47532.863929082756,4.879473072646766,87.5,2023-10-28T00:00:00
IN_CR_00115,Creator_115,500,nano,12.03,Regional Content,"Moj,YouTube,TikTok (historical),ShareChat",English,Hyderabad,56.4,41.8,1.8,31.0,69.0,3,2,66.7,3.69,False,3801.7600234037322,19.747437039623865,77.4,2025-03-13T00:00:00
IN_CR_00116,Creator_116,17843,micro,13.62,Education & Skills,Chingari,English,Jaipur,73.6,78.2,0.0,40.4,59.6,5,3,60.0,4.76,True,7409.738921181389,0.8139392470888029,67.2,2024-07-01T00:00:00
IN_CR_00117,Creator_117,3106,nano,10.1,Gaming,Moj,English,Hyderabad,83.3,45.6,0.0,54.6,45.4,7,5,71.4,4.67,False,16331.040279674444,1.1230267240419252,79.8,2024-06-15T00:00:00
IN_CR_00118,Creator_118,74175,mid,4.82,Sports & Cricket,"Moj,YouTube",Malayalam,Hyderabad,54.1,66.3,0.0,49.6,50.4,7,5,71.4,3.66,False,1225.5004279128827,16.017845329731966,85.3,2025-01-11T00:00:00
IN_CR_00119,Creator_119,5296,nano,16.03,Music & Dance,Twitter,Marathi,Delhi,81.7,32.5,0.0,30.4,69.6,5,4,80.0,4.34,False,214426.25494198178,28.135101027369203,92.0,2023-08-18T00:00:00
IN_CR_00120,Creator_120,21173,micro,8.63,Travel & Tourism,"LinkedIn,Twitter",Hindi,Kolkata,55.1,38.1,6.8,36.0,64.0,5,3,60.0,4.58,False,4636.94878439857,27.722589085296082,75.4,2025-04-12T00:00:00
IN_CR_00121,Creator_121,500,nano,9.04,Sports & Cricket,"YouTube,TikTok (historical)",Hindi,Kolkata,57.9,29.4,12.7,43.4,56.6,4,2,50.0,4.28,False,24901.431306216036,43.507055290540876,70.7,2024-02-27T00:00:00
IN_CR_00122,Creator_122,500,nano,18.78,"Sports & Cricket,Education & Skills,Devotional & Spirituality","Chingari,TikTok (historical)",Hindi,Chandigarh,65.8,66.3,0.0,34.4,65.6,6,5,83.3,2.7,True,17242.79385270585,13.520164884917286,94.3,2025-10-06T00:00:00
IN_CR_00123,Creator_123,10441,micro,5.14,"Health & Fitness,Technology & Gadgets","Moj,YouTube,ShareChat,Facebook",English,Chandigarh,64.8,66.8,0.0,41.8,58.2,3,2,66.7,4.78,False,7563.9118089274225,5.894212100963459,85.4,2024-03-14T00:00:00
IN_CR_00124,Creator_124,5195,nano,11.41,"Sports & Cricket,Education & Skills","Josh,Chingari,Facebook",Hindi,Ahmedabad,71.9,55.8,0.0,61.4,38.6,2,1,50.0,3.68,False,4327.35349698232,10.522721350125765,86.1,2023-01-09T00:00:00
IN_CR_00125,Creator_125,7203,nano,32.12,Travel & Tourism,"YouTube,Chingari",Tamil,Jaipur,52.3,26.6,21.0,79.4,20.6,3,2,66.7,4.79,False,4730.078365593566,1.221984057995567,85.1,2023-04-04T00:00:00
IN_CR_00126,Creator_126,500,nano,15.78,Music & Dance,"Moj,Instagram,Twitter",English,Jaipur,79.9,34.1,0.0,66.3,33.7,8,7,87.5,4.08,False,37877.11147661518,4.9599236747127025,94.4,2023-04-18T00:00:00
IN_CR_00127,Creator_127,2503,nano,17.87,"Beauty & Makeup,Food & Cooking","TikTok (historical),YouTube",English,Mumbai,71.8,44.2,0.0,56.6,43.4,6,5,83.3,3.6,False,94923.99177939266,40.65667058214578,95.7,2023-06-24T00:00:00
IN_CR_00128,Creator_128,3751,nano,17.13,Food & Cooking,"Moj,Instagram",English,Mumbai,88.9,43.2,0.0,21.1,78.9,6,4,66.7,1.81,False,13752.05915399463,50.339881283341825,79.2,2024-07-23T00:00:00
IN_CR_00129,Creator_129,500,nano,29.07,"Technology & Gadgets,Education & Skills",Facebook,English,Chandigarh,51.6,24.0,24.3,64.7,35.3,5,4,80.0,4.91,False,7880.93811762494,13.973567571273296,89.6,2023-07-06T00:00:00
IN_CR_00130,Creator_130,18904,micro,6.73,Music & Dance,Facebook,Hindi,Bangalore,24.1,56.1,19.9,60.1,39.9,6,5,83.3,3.44,False,4892.408019353233,14.3748495013957,94.7,2024-04-05T00:00:00
IN_CR_00131,Creator_131,28326,micro,14.1,Beauty & Makeup,"Facebook,Chingari",Hindi,Mumbai,57.1,41.4,1.5,80.2,19.8,8,6,75.0,3.99,False,166185.1913594245,15.421963900788633,86.8,2022-12-05T00:00:00
IN_CR_00132,Creator_132,2584,nano,8.96,"Devotional & Spirituality,Travel & Tourism","LinkedIn,Josh,Instagram,TikTok (historical)",Hindi,Lucknow,65.6,85.2,0.0,52.5,47.5,6,4,66.7,3.98,False,90606.33895641132,5.565512433629162,74.9,2022-12-18T00:00:00
IN_CR_00133,Creator_133,18480,micro,7.03,Entertainment & Comedy,"Twitter,LinkedIn,TikTok (historical),Facebook",Marathi,Mumbai,70.8,42.5,0.0,25.6,74.4,2,1,50.0,3.72,False,6033.752582033723,25.724607209966734,68.8,2024-04-10T00:00:00
IN_CR_00134,Creator_134,500,nano,9.37,"Sports & Cricket,Regional Content",Facebook,Hindi,Delhi,82.4,63.5,0.0,66.0,34.0,5,4,80.0,2.77,False,27492.27671201279,1.831119552449791,94.4,2025-07-17T00:00:00
IN_CR_00135,Creator_135,2617,nano,12.01,"Entertainment & Comedy,Travel & Tourism","Josh,Chingari,Moj,Twitter",Hindi,Kolkata,73.4,70.9,0.0,47.3,52.7,6,4,66.7,4.09,False,39363.87022776863,9.989808248982335,81.6,2024-03-02T00:00:00
IN_CR_00136,Creator_136,919,nano,11.89,"Entertainment & Comedy,Devotional & Spirituality","Josh,Chingari",Hindi,Pune,62.3,67.3,0.0,54.1,45.9,7,3,42.9,4.46,False,95996.96537491668,7.38317802457517,49.0,2024-05-03T00:00:00
IN_CR_00137,Creator_137,500,nano,2.81,Travel & Tourism,"ShareChat,Instagram",Hindi,Jaipur,57.4,54.4,0.0,41.8,58.2,1,0,0.0,4.83,False,0.0,49.95812783693411,56.3,2022-12-23T00:00:00
IN_CR_00138,Creator_138,41313,micro,16.13,Gaming,YouTube,English,Lucknow,80.7,51.3,0.0,25.7,74.3,1,0,0.0,4.62,False,0.0,12.523935024202867,90.7,2023-11-06T00:00:00
IN_CR_00139,Creator_139,4282,nano,6.52,Fashion & Lifestyle,"Facebook,YouTube",Hindi,Ahmedabad,60.2,64.8,0.0,60.4,39.6,6,5,83.3,4.12,False,8863.494221340474,4.537254932255607,93.9,2024-06-04T00:00:00
IN_CR_00140,Creator_140,9650,nano,12.63,"Beauty & Makeup,Education & Skills","ShareChat,Moj",Hindi,Ahmedabad,71.0,45.4,0.0,79.6,20.4,4,3,75.0,4.48,True,11510.229505330113,24.500819736709033,84.9,2022-12-14T00:00:00
IN_CR_00141,Creator_141,68003,mid,10.75,Sports & Cricket,"ShareChat,Facebook",Marathi,Hyderabad,39.4,41.9,18.7,85.9,14.1,3,2,66.7,4.48,False,3953.1365432180655,16.551048818616536,69.7,2023-09-29T00:00:00
IN_CR_00142,Creator_142,12923,micro,15.28,"News & Current Affairs,Education & Skills,Beauty & Makeup","Josh,TikTok (historical)",English,Kolkata,53.0,25.3,21.6,61.3,38.7,5,4,80.0,4.35,False,5406.945863246077,20.833745963687658,80.5,2025-04-27T00:00:00
IN_CR_00143,Creator_143,24743,micro,18.8,Health & Fitness,YouTube,Hindi,Kolkata,62.7,48.2,0.0,28.8,71.2,3,2,66.7,4.03,False,14294.6260986859,35.213964552651326,76.2,2024-08-28T00:00:00
IN_CR_00144,Creator_144,500,nano,27.38,"Entertainment & Comedy,Travel & Tourism","TikTok (historical),Facebook",Tamil,Lucknow,57.4,46.2,0.0,49.6,50.4,5,4,80.0,2.9,False,166580.83385932632,11.413939679700885,93.7,2022-11-27T00:00:00
IN_CR_00145,Creator_145,17997,micro,45.67,"News & Current Affairs,Devotional & Spirituality,Fashion & Lifestyle","Josh,Chingari,Twitter",Hindi,Ahmedabad,87.1,42.0,0.0,65.3,34.7,3,1,33.3,3.89,False,5970.678156608833,13.396027633612103,56.0,2023-02-22T00:00:00
IN_CR_00146,Creator_146,511,nano,14.54,"Travel & Tourism,Technology & Gadgets","Josh,ShareChat",Hindi,Chennai,61.3,50.4,0.0,52.2,47.8,6,3,50.0,4.68,True,68564.43642410936,21.240117588403315,60.0,2025-04-19T00:00:00
IN_CR_00147,Creator_147,500,nano,22.22,Travel & Tourism,"Josh,YouTube",Telugu,Lucknow,78.7,50.0,0.0,50.0,50.0,4,3,75.0,3.72,True,5276.078113693533,18.482670497313542,87.6,2024-08-01T00:00:00
IN_CR_00148,Creator_148,11265,micro,5.98,"Beauty & Makeup,Regional Content","Twitter,Facebook,Josh",Bengali,Mumbai,88.3,38.3,0.0,83.3,16.7,1,0,0.0,2.89,False,0.0,18.555791203995977,90.7,2024-03-31T00:00:00
IN_CR_00149,Creator_149,38538,micro,4.23,Gaming,"YouTube,Twitter",Bengali,Hyderabad,31.2,63.3,5.5,27.3,72.7,5,4,80.0,2.48,True,92251.742915259,10.80813251154417,81.5,2025-04-17T00:00:00
IN_CR_00150,Creator_150,20483,micro,8.51,Travel & Tourism,Chingari,Hindi,Kochi,55.2,19.7,25.1,55.5,44.5,3,2,66.7,4.45,False,6758.835709357521,11.951678245570278,91.4,2024-02-24T00:00:00
IN_CR_00151,Creator_151,2185,nano,15.69,"Technology & Gadgets,Gaming,Entertainment & Comedy","YouTube,Facebook",English,Jaipur,67.7,49.5,0.0,6.1,93.9,4,3,75.0,4.39,False,713329.8135324117,2.3446165376300616,91.6,2024-11-27T00:00:00
IN_CR_00152,Creator_152,4827,nano,12.47,Music & Dance,Moj,Gujarati,Mumbai,62.1,31.8,6.1,33.4,66.6,8,6,75.0,4.46,False,455.86610660641634,5.280089658283846,86.0,2024-07-24T00:00:00
IN_CR_00153,Creator_153,506,nano,13.16,"Finance & Investment,Beauty & Makeup",Josh,Hindi,Delhi,86.8,76.4,0.0,66.8,33.2,4,3,75.0,3.26,False,28201.80776373706,0.19487239414170082,84.8,2025-05-08T00:00:00
IN_CR_00154,Creator_154,1014,nano,3.4,Gaming,"Josh,YouTube",Hindi,Bangalore,69.0,75.0,0.0,17.2,82.8,5,4,80.0,3.65,False,26341.732542992268,18.35292847285518,88.5,2023-11-09T00:00:00
IN_CR_00155,Creator_155,16033,micro,7.65,"Fashion & Lifestyle,News & Current Affairs,Entertainment & Comedy","Moj,Instagram,YouTube",Hindi,Jaipur,41.8,31.3,26.9,79.3,20.7,3,2,66.7,4.44,False,10480.161586537202,2.3033738339374232,71.5,2023-06-22T00:00:00
IN_CR_00156,Creator_156,22626,micro,6.52,"Food & Cooking,Fashion & Lifestyle,Education & Skills",ShareChat,Hindi,Chandigarh,70.2,74.1,0.0,79.2,20.8,6,5,83.3,4.47,False,40218.702321821715,6.101260937114154,91.4,2024-02-25T00:00:00
IN_CR_00157,Creator_157,50301,mid,5.63,"Food & Cooking,Beauty & Makeup","YouTube,Moj",Hindi,Jaipur,58.7,22.8,18.5,48.9,51.1,5,2,40.0,4.38,False,209115.21719759452,4.299984704952127,50.7,2023-10-28T00:00:00
IN_CR_00158,Creator_158,1520,nano,13.53,"Fashion & Lifestyle,Travel & Tourism,Devotional & Spirituality","TikTok (historical),Chingari,Moj",English,Bangalore,70.8,62.6,0.0,44.8,55.2,7,5,71.4,3.99,False,39105.87854680275,20.043836375564847,78.8,2024-02-03T00:00:00
IN_CR_00159,Creator_159,13997,micro,23.01,Devotional & Spirituality,"Instagram,TikTok (historical),Moj",Telugu,Pune,73.1,34.3,0.0,57.5,42.5,6,4,66.7,3.24,False,46021.42598669341,3.461493704595525,71.4,2023-06-10T00:00:00
IN_CR_00160,Creator_160,6682,nano,12.53,"Fashion & Lifestyle,Sports & Cricket","Josh,Facebook",Tamil,Mumbai,78.3,63.9,0.0,87.2,12.8,5,4,80.0,4.69,False,2163.7643815618894,9.937341772734365,97.0,2025-03-20T00:00:00
IN_CR_00161,Creator_161,1755,nano,9.51,"Sports & Cricket,Health & Fitness","LinkedIn,Instagram",English,Hyderabad,72.9,18.9,8.1,43.4,56.6,6,5,83.3,3.36,True,123286.99685792442,11.77462688247052,83.8,2024-11-07T00:00:00
IN_CR_00162,Creator_162,49217,micro,16.63,"Education & Skills,Travel & Tourism","YouTube,LinkedIn",Hindi,Jaipur,70.0,20.4,9.6,75.8,24.2,8,6,75.0,4.77,False,27824.55045027002,35.641924842122705,87.4,2024-03-10T00:00:00
IN_CR_00163,Creator_163,162385,mid,6.08,Beauty & Makeup,"Moj,TikTok (historical)",Tamil,Mumbai,73.7,29.2,0.0,88.0,12.0,5,4,80.0,3.69,False,16094.354862378203,25.09049033945449,81.6,2023-03-15T00:00:00
IN_CR_00164,Creator_164,3880,nano,26.38,"Finance & Investment,Fashion & Lifestyle","TikTok (historical),LinkedIn,YouTube",Telugu,Delhi,84.7,25.0,0.0,56.2,43.8,4,3,75.0,3.08,True,37984.20498701873,7.56888543179708,94.3,2023-07-25T00:00:00
IN_CR_00165,Creator_165,500,nano,20.86,News & Current Affairs,"Facebook,TikTok (historical)",Hindi,Kochi,84.6,17.7,0.0,53.3,46.7,6,5,83.3,4.3,False,18804.35662252828,10.813095007570425,91.6,2024-10-02T00:00:00
IN_CR_00166,Creator_166,2337,nano,8.4,"News & Current Affairs,Travel & Tourism","Facebook,Twitter,Chingari,TikTok (historical)",Hindi,Kolkata,16.1,85.0,0.0,82.9,17.1,6,5,83.3,4.35,False,42916.71990960098,6.9761597910540285,95.3,2024-10-05T00:00:00
IN_CR_00167,Creator_167,1559,nano,19.87,Sports & Cricket,"Facebook,Chingari,ShareChat",Telugu,Bangalore,29.0,65.2,5.9,67.0,33.0,3,2,66.7,3.99,False,91013.49269354429,8.565414068818361,85.1,2024-10-02T00:00:00
IN_CR_00168,Creator_168,127216,mid,12.95,Entertainment & Comedy,"Instagram,Twitter",Hindi,Hyderabad,63.8,39.3,0.0,45.5,54.5,4,3,75.0,2.55,False,1466.180828299593,2.1193513909805666,86.3,2023-09-30T00:00:00
IN_CR_00169,Creator_169,3560,nano,15.21,Gaming,"Facebook,Chingari",Hindi,Lucknow,91.6,59.5,0.0,17.4,82.6,7,5,71.4,4.56,False,15906.225950503167,5.214391215471403,77.4,2024-02-07T00:00:00
IN_CR_00170,Creator_170,4214,nano,6.01,"Regional Content,Fashion & Lifestyle","Moj,Twitter,Chingari",Telugu,Lucknow,59.2,68.5,0.0,85.6,14.4,5,4,80.0,4.17,False,115142.21983259339,51.24833775535318,91.5,2022-12-31T00:00:00
IN_CR_00171,Creator_171,10895,micro,29.47,"Food & Cooking,Music & Dance,Devotional & Spirituality",YouTube,Hindi,Hyderabad,50.8,48.9,0.3,30.0,70.0,2,1,50.0,3.93,False,9223.792693239437,3.853832090684829,78.8,2024-09-07T00:00:00
IN_CR_00172,Creator_172,500,nano,21.42,"Technology & Gadgets,News & Current Affairs","Moj,LinkedIn",Hindi,Mumbai,85.2,47.0,0.0,22.1,77.9,4,2,50.0,4.65,True,130321.43532024634,0.7191372969532424,74.9,2025-09-11T00:00:00
IN_CR_00173,Creator_173,14920,micro,12.91,Gaming,"Josh,LinkedIn,YouTube",Hindi,Pune,62.9,65.8,0.0,17.7,82.3,2,1,50.0,3.77,False,5269.147416566493,17.97493673757251,70.2,2024-07-28T00:00:00
IN_CR_00174,Creator_174,1174,nano,8.96,"Health & Fitness,Devotional & Spirituality","LinkedIn,Instagram",Bengali,Ahmedabad,58.5,43.1,0.0,53.7,46.3,8,7,87.5,4.19,False,201502.21190782217,2.981528192148207,96.6,2024-08-22T00:00:00
IN_CR_00175,Creator_175,2367,nano,3.49,"Education & Skills,Health & Fitness,Music & Dance","Instagram,Facebook",Hindi,Chennai,53.7,55.6,0.0,52.3,47.7,6,4,66.7,3.61,False,12827.622143052036,8.931620574736932,75.0,2025-04-15T00:00:00
IN_CR_00176,Creator_176,500,nano,12.7,"Sports & Cricket,Fashion & Lifestyle,Music & Dance",LinkedIn,English,Pune,80.2,49.2,0.0,85.3,14.7,6,5,83.3,4.27,False,34261.89915187197,8.130041972492883,88.9,2022-11-29T00:00:00
IN_CR_00177,Creator_177,723,nano,30.22,Food & Cooking,"ShareChat,Chingari,Facebook",English,Jaipur,81.7,67.0,0.0,50.3,49.7,3,2,66.7,3.4,False,45239.22300584615,6.628030359798203,71.7,2024-01-27T00:00:00
IN_CR_00178,Creator_178,500,nano,16.59,Devotional & Spirituality,"Instagram,Josh",Hindi,Jaipur,69.8,29.1,1.1,53.9,46.1,5,2,40.0,4.39,False,8682.810651637854,13.381088342590203,49.7,2024-03-10T00:00:00
IN_CR_00179,Creator_179,59851,mid,8.07,Education & Skills,"Moj,Facebook,ShareChat,Chingari",Telugu,Chandigarh,38.9,52.7,8.4,52.2,47.8,6,5,83.3,3.94,False,12462.569794436058,19.337932054760156,91.6,2023-07-01T00:00:00
IN_CR_00180,Creator_180,7180,nano,17.66,"Gaming,Entertainment & Comedy,Education & Skills","Twitter,Chingari,Facebook,ShareChat",Telugu,Pune,45.7,23.7,30.6,26.3,73.7,6,4,66.7,3.35,False,11995.967318743516,1.623576574966493,74.9,2024-02-13T00:00:00
IN_CR_00181,Creator_181,13248,micro,11.17,Fashion & Lifestyle,"YouTube,LinkedIn",Hindi,Ahmedabad,43.7,41.2,15.0,40.2,59.8,4,3,75.0,4.4,False,1557.354446225246,4.860288701159589,95.6,2025-09-01T00:00:00
IN_CR_00182,Creator_182,173142,mid,2.85,Food & Cooking,"Josh,Instagram",Hindi,Ahmedabad,63.1,23.1,13.7,73.3,26.7,12,10,83.3,3.74,False,284354.318544742,8.439771497453211,85.6,2023-10-02T00:00:00
IN_CR_00183,Creator_183,1475,nano,32.49,Technology & Gadgets,Instagram,Hindi,Bangalore,68.7,29.1,2.2,19.6,80.4,5,4,80.0,3.98,False,23836.444310099967,23.70412102005955,82.9,2022-11-26T00:00:00
IN_CR_00184,Creator_184,1338,nano,3.71,"News & Current Affairs,Finance & Investment","YouTube,Instagram",English,Kolkata,28.8,41.8,29.4,16.0,84.0,4,2,50.0,4.7,True,5588.763531103658,5.714143187404375,57.6,2023-06-01T00:00:00
IN_CR_00185,Creator_185,9851,nano,13.69,Devotional & Spirituality,"TikTok (historical),Twitter",Marathi,Chandigarh,70.4,47.0,0.0,52.9,47.1,4,2,50.0,4.75,False,622.2205949933264,15.158880002056053,74.2,2025-05-24T00:00:00
IN_CR_00186,Creator_186,8537,nano,7.52,"Fashion & Lifestyle,Food & Cooking","Twitter,Moj,Josh",Hindi,Pune,63.0,72.2,0.0,47.9,52.1,3,2,66.7,4.49,False,4050.4617809461847,57.7810438858812,91.2,2023-10-14T00:00:00
IN_CR_00187,Creator_187,11699,micro,10.72,"Travel & Tourism,Education & Skills",Chingari,Tamil,Ahmedabad,65.8,18.5,15.7,19.9,80.1,3,2,66.7,3.39,False,192664.07046068666,25.161972838463388,70.3,2025-03-27T00:00:00
IN_CR_00188,Creator_188,25998,micro,15.8,Finance & Investment,"Moj,Instagram",Hindi,Mumbai,82.8,42.8,0.0,42.3,57.7,6,5,83.3,4.75,True,8580.065708877553,5.191884108161201,87.9,2025-04-04T00:00:00
IN_CR_00189,Creator_189,53524,mid,3.95,Music & Dance,"YouTube,Instagram",English,Chennai,86.4,44.3,0.0,62.4,37.6,6,4,66.7,4.13,False,6632.237957858049,1.732419366489912,72.4,2023-02-03T00:00:00
IN_CR_00190,Creator_190,290514,mid,5.59,Music & Dance,"Instagram,Chingari,Moj,Josh",Telugu,Delhi,54.6,47.3,0.0,87.5,12.5,7,4,57.1,4.65,True,791456.1529179849,6.821584666385547,69.0,2024-05-11T00:00:00
IN_CR_00191,Creator_191,3867,nano,23.37,Regional Content,"Facebook,Josh",Hindi,Hyderabad,72.4,62.1,0.0,73.8,26.2,10,9,90.0,4.41,False,27171.874391666606,2.07450968182589,95.0,2023-08-18T00:00:00
IN_CR_00192,Creator_192,32571,micro,6.46,"Fashion & Lifestyle,Technology & Gadgets","LinkedIn,TikTok (historical)",Marathi,Chennai,66.0,64.4,0.0,63.9,36.1,5,3,60.0,4.24,False,20046.484978868277,11.94590018747589,79.2,2024-05-21T00:00:00
IN_CR_00193,Creator_193,12089,micro,24.04,"Finance & Investment,Food & Cooking",Josh,English,Ahmedabad,63.1,69.0,0.0,32.8,67.2,6,5,83.3,3.71,False,20122.63910015565,2.849955498897332,85.9,2024-03-19T00:00:00
IN_CR_00194,Creator_194,1987,nano,33.14,Finance & Investment,"Twitter,Josh",English,Chandigarh,60.8,37.4,1.8,46.4,53.6,3,1,33.3,2.66,False,11229.695315428047,0.27064977908498516,54.3,2025-03-22T00:00:00
IN_CR_00195,Creator_195,1078,nano,15.1,"Devotional & Spirituality,Regional Content","YouTube,Josh",English,Kolkata,85.8,66.3,0.0,36.6,63.4,9,7,77.8,4.52,False,3311.9116960860256,0.5396124335376824,86.8,2023-03-24T00:00:00
IN_CR_00196,Creator_196,3379,nano,14.92,"Technology & Gadgets,Gaming","Twitter,LinkedIn",Hindi,Lucknow,73.1,64.6,0.0,10.7,89.3,3,2,66.7,4.61,False,28161.53355801785,6.9221487827136094,74.6,2025-09-06T00:00:00
IN_CR_00197,Creator_197,573,nano,16.22,Fashion & Lifestyle,"ShareChat,Instagram,Moj,Twitter",Telugu,Delhi,64.5,44.0,0.0,77.8,22.2,3,2,66.7,3.68,False,17449.16576898862,17.748935926842673,94.9,2023-10-28T00:00:00
IN_CR_00198,Creator_198,942,nano,18.98,"Health & Fitness,Technology & Gadgets,Music & Dance","YouTube,Chingari,LinkedIn",English,Lucknow,58.9,43.7,0.0,16.3,83.7,3,2,66.7,3.06,False,69501.85600691443,5.747800059114176,92.7,2023-09-10T00:00:00
IN_CR_00199,Creator_199,4710,nano,12.1,Sports & Cricket,"Josh,Facebook",Telugu,Hyderabad,43.4,41.4,15.1,73.6,26.4,5,4,80.0,3.76,False,5861.315019239425,12.088909660697162,96.7,2023-10-15T00:00:00
IN_CR_00200,Creator_200,2254,nano,7.08,Fashion & Lifestyle,"Facebook,LinkedIn,YouTube,Josh",English,Ahmedabad,76.0,51.7,0.0,64.9,35.1,5,3,60.0,4.02,False,292656.2233254639,6.448162241937604,70.7,2025-05-07T00:00:00
IN_CR_00201,Creator_201,3898,nano,5.48,Fashion & Lifestyle,"Chingari,ShareChat",Hindi,Kolkata,55.4,54.8,0.0,65.8,34.2,6,3,50.0,4.9,True,33024.444645798765,1.5581116320330004,60.4,2025-02-13T00:00:00
IN_CR_00202,Creator_202,40475,micro,21.78,Regional Content,Twitter,Telugu,Jaipur,67.0,39.8,0.0,67.3,32.7,5,4,80.0,4.81,False,113456.10305998655,19.656328197929145,93.4,2023-08-09T00:00:00
IN_CR_00203,Creator_203,28987,micro,9.67,"Sports & Cricket,Food & Cooking","Chingari,YouTube,Twitter,TikTok (historical)",Hindi,Ahmedabad,62.6,65.9,0.0,59.0,41.0,5,4,80.0,4.14,False,15426.687427696492,29.412500497576232,88.9,2023-07-19T00:00:00
IN_CR_00204,Creator_204,10027,micro,17.86,"Health & Fitness,Finance & Investment","TikTok (historical),Facebook,Instagram",Hindi,Bangalore,29.9,49.3,20.8,32.4,67.6,6,4,66.7,4.27,False,105985.73420044359,4.477235111629342,83.3,2023-03-01T00:00:00
IN_CR_00205,Creator_205,14629,micro,9.0,Regional Content,"Moj,ShareChat",English,Chennai,60.4,51.6,0.0,43.2,56.8,8,6,75.0,4.47,False,44643.897749830656,44.408534778625445,84.5,2023-04-13T00:00:00
IN_CR_00206,Creator_206,500,nano,24.5,"Gaming,Technology & Gadgets,Music & Dance",Instagram,English,Lucknow,46.8,22.5,30.7,12.8,87.2,9,5,55.6,4.4,False,2725.8591771600463,6.670729364712431,66.2,2024-06-24T00:00:00
IN_CR_00207,Creator_207,15451,micro,11.09,"Music & Dance,Food & Cooking","Moj,Josh,ShareChat,TikTok (historical)",Telugu,Ahmedabad,51.6,36.5,11.9,43.1,56.9,4,3,75.0,2.81,True,10701.460520476243,6.170144301265074,90.9,2023-01-30T00:00:00
IN_CR_00208,Creator_208,500,nano,14.15,Gaming,"Instagram,Facebook",Hindi,Jaipur,67.3,50.9,0.0,22.1,77.9,3,2,66.7,4.02,False,226040.44247868718,9.489544685588436,89.6,2024-01-28T00:00:00
IN_CR_00209,Creator_209,559,nano,4.04,Technology & Gadgets,Instagram,Bengali,Chennai,62.0,49.7,0.0,36.8,63.2,5,4,80.0,4.12,False,78465.38015157069,14.667033848449684,88.9,2024-05-25T00:00:00
IN_CR_00210,Creator_210,4182,nano,8.95,"Sports & Cricket,Beauty & Makeup","LinkedIn,Josh",Hindi,Pune,71.6,43.1,0.0,87.3,12.7,5,3,60.0,3.9,False,1341.4803886328923,10.436146640702988,79.6,2024-05-24T00:00:00
IN_CR_00211,Creator_211,2111,nano,14.59,Food & Cooking,"Josh,Chingari",Tamil,Chennai,74.7,67.4,0.0,36.5,63.5,6,4,66.7,3.25,True,28558.003828772755,22.945709104054295,79.0,2025-08-07T00:00:00
IN_CR_00212,Creator_212,24173,micro,14.63,Gaming,"Moj,Josh",Telugu,Ahmedabad,47.2,50.9,2.0,4.6,95.4,7,5,71.4,4.4,False,99058.03191460943,8.37953229790603,81.9,2023-03-06T00:00:00
